user_id,product_id,rating,timestamp
3095,9097,4.6,2025-04-18 11:04:53.962292
2320,4697,3.9,2025-04-09 11:04:53.962419
734,1990,4.6,2025-04-25 11:04:53.962556
4951,5403,4.4,2025-05-13 11:04:53.962688
4064,6427,4.0,2025-04-11 11:04:53.962817
862,6063,4.1,2025-05-16 11:04:53.962948
9167,2771,4.5,2025-04-20 11:04:53.963085
7237,11652,4.5,2025-05-03 11:04:53.963212
7486,7584,3.6,2025-05-04 11:04:53.963336
2305,8120,4.0,2025-05-13 11:04:53.963475
9879,879,3.9,2025-04-15 11:04:53.963607
3322,5393,5.0,2025-01-21 11:04:53.963735
562,5226,4.4,2025-04-29 11:04:53.963860
483,8418,3.8,2025-03-06 11:04:53.963991
4338,5013,3.7,2025-03-17 11:04:53.964127
8363,3864,4.9,2025-05-01 11:04:53.964265
2829,3333,3.6,2025-04-18 11:04:53.964397
3453,7056,5.0,2025-05-02 11:04:53.964534
2442,1643,3.9,2025-04-23 11:04:53.964670
1991,3385,4.3,2025-05-11 11:04:53.964793
1311,925,3.7,2025-02-24 11:04:53.964921
1504,7927,2.1,2025-05-05 11:04:53.965060
1752,7116,4.7,2025-02-28 11:04:53.965195
1501,11291,2.7,2025-05-14 11:04:53.965319
2969,4199,4.3,2025-05-04 11:04:53.965448
3403,1308,3.2,2025-01-15 11:04:53.965576
1124,5646,4.0,2025-03-19 11:04:53.965712
7955,661,3.8,2025-05-14 11:04:53.965841
2031,6078,3.6,2025-03-17 11:04:53.965973
8619,2787,3.8,2025-04-22 11:04:53.966105
1822,4707,5.0,2025-03-23 11:04:53.966238
8172,8032,4.1,2025-05-10 11:04:53.966363
9099,11210,5.0,2025-04-22 11:04:53.966493
7447,6540,4.5,2025-03-29 11:04:53.966635
6000,10489,4.3,2025-04-22 11:04:53.966759
2189,9090,5.0,2025-04-08 11:04:53.966883
5970,6508,3.9,2025-05-01 11:04:53.967023
5383,10441,4.7,2025-04-14 11:04:53.967156
368,7533,3.6,2025-05-01 11:04:53.967282
6,9335,3.9,2025-03-21 11:04:53.967417
2608,3876,3.6,2025-05-12 11:04:53.967545
1634,12151,3.8,2025-04-04 11:04:53.967685
4629,9967,4.3,2025-05-01 11:04:53.967814
2897,12508,4.2,2025-04-18 11:04:53.967945
957,7294,4.6,2025-05-02 11:04:53.968077
4015,6423,3.0,2025-04-17 11:04:53.968206
3962,818,3.3,2025-05-16 11:04:53.968336
2556,6921,4.0,2025-04-29 11:04:53.968466
1458,8356,4.4,2025-03-20 11:04:53.968604
1984,4245,5.0,2025-05-13 11:04:53.968733
5676,1716,4.9,2025-03-07 11:04:53.968864
1974,8284,4.4,2025-04-19 11:04:53.968992
8158,12212,4.6,2025-04-17 11:04:53.969120
1626,10688,4.1,2025-03-28 11:04:53.969244
5158,274,2.4,2025-03-28 11:04:53.969369
3159,4470,3.9,2025-04-27 11:04:53.969499
5889,10790,4.5,2025-04-09 11:04:53.969627
2128,5461,3.8,2024-11-29 11:04:53.969752
3417,9268,3.7,2025-05-16 11:04:53.969888
8176,10993,3.8,2025-05-10 11:04:53.970022
9237,7476,4.7,2025-05-08 11:04:53.970155
6616,5257,3.6,2025-05-06 11:04:53.970278
8328,11158,4.4,2025-04-11 11:04:53.970409
6641,12078,4.4,2025-04-21 11:04:53.970541
5230,2414,3.7,2025-01-20 11:04:53.970679
4763,11983,4.2,2025-05-10 11:04:53.970797
6091,381,4.8,2025-05-03 11:04:53.970927
9185,6297,4.6,2025-04-07 11:04:53.971057
3724,10355,4.1,2025-05-03 11:04:53.971181
435,10018,5.0,2025-02-25 11:04:53.971310
2924,11038,3.8,2025-05-12 11:04:53.971440
2127,1098,4.7,2025-05-07 11:04:53.971568
5781,9495,3.4,2025-04-21 11:04:53.971703
7616,7904,4.4,2025-05-14 11:04:53.971826
8803,518,4.3,2025-05-03 11:04:53.971963
832,1746,5.0,2025-05-06 11:04:53.972095
2438,7720,4.7,2025-05-10 11:04:53.972231
2629,1817,4.4,2025-03-23 11:04:53.972360
7201,8993,4.3,2025-03-26 11:04:53.972498
3476,3149,3.8,2025-04-06 11:04:53.972628
1556,1486,3.0,2025-05-12 11:04:53.972760
7650,9590,4.3,2025-04-19 11:04:53.972888
227,8041,5.0,2025-05-16 11:04:53.973018
4040,8056,3.8,2025-04-22 11:04:53.973146
7082,5172,4.8,2025-04-30 11:04:53.973278
3340,5890,4.3,2025-05-02 11:04:53.973410
478,4910,4.7,2025-05-15 11:04:53.973541
2894,6935,2.3,2025-04-10 11:04:53.973680
2400,10798,4.2,2025-05-09 11:04:53.973805
8141,1393,4.9,2025-05-14 11:04:53.973938
2910,2740,4.5,2025-05-05 11:04:53.974075
8584,3486,5.0,2025-03-20 11:04:53.974208
380,9348,4.5,2025-03-25 11:04:53.974346
299,323,5.0,2025-05-11 11:04:53.974476
6184,3790,4.3,2025-04-09 11:04:53.974614
3211,2599,3.4,2025-05-02 11:04:53.974741
7802,8270,3.6,2025-04-06 11:04:53.974873
8624,1361,3.3,2025-05-07 11:04:53.975003
6286,871,4.9,2025-04-30 11:04:53.975141
8825,10140,4.0,2025-05-07 11:04:53.975271
957,4183,3.7,2025-04-24 11:04:53.975399
8708,6036,3.5,2025-05-16 11:04:53.975528
36,7529,3.6,2025-05-05 11:04:53.975655
5109,10023,3.8,2025-05-15 11:04:53.975784
3769,4611,4.4,2025-05-01 11:04:53.975915
152,5990,4.0,2025-03-06 11:04:53.976044
6262,7076,4.6,2025-02-02 11:04:53.976176
4711,2458,5.0,2025-04-07 11:04:53.976296
5555,6847,3.7,2025-05-10 11:04:53.976426
7962,4565,5.0,2025-05-06 11:04:53.976564
3476,10881,3.4,2025-04-29 11:04:53.976696
5028,224,4.3,2025-04-25 11:04:53.976816
1745,2451,4.5,2025-04-07 11:04:53.976945
464,4563,5.0,2025-04-23 11:04:53.977072
775,11613,4.9,2025-05-09 11:04:53.977210
3349,11169,4.9,2025-04-07 11:04:53.977342
5293,11538,4.6,2025-03-21 11:04:53.977472
1656,10904,3.3,2025-05-14 11:04:53.977600
8640,6435,4.9,2025-05-10 11:04:53.977735
8100,110,3.6,2025-05-13 11:04:53.977868
5705,274,2.6,2025-04-06 11:04:53.977996
3505,9164,4.1,2025-04-07 11:04:53.978128
1866,7766,5.0,2025-03-17 11:04:53.978260
3157,8146,4.2,2025-04-21 11:04:53.978388
2114,8161,4.3,2025-04-03 11:04:53.978518
678,11231,4.5,2025-01-17 11:04:53.978645
4627,3076,4.0,2025-03-27 11:04:53.978768
2105,8124,5.0,2025-04-06 11:04:53.978905
7126,5177,4.6,2025-04-18 11:04:53.979036
4811,3370,4.3,2025-05-05 11:04:53.979168
8536,2530,4.6,2025-04-21 11:04:53.979296
3322,5085,3.6,2025-04-21 11:04:53.979426
4080,12528,4.1,2025-04-03 11:04:53.979565
7468,2835,3.9,2025-05-03 11:04:53.979701
8854,9738,2.3,2025-05-07 11:04:53.979832
4580,11884,5.0,2025-05-08 11:04:53.979963
615,1862,4.0,2025-04-28 11:04:53.980099
4463,906,3.6,2025-05-01 11:04:53.980229
4175,723,5.0,2025-05-14 11:04:53.980360
3336,7544,4.6,2025-04-05 11:04:53.980489
8604,7431,4.7,2025-03-29 11:04:53.980620
3646,11067,4.6,2025-05-16 11:04:53.980745
9769,11911,4.4,2025-05-14 11:04:53.980868
8440,6951,4.2,2025-04-01 11:04:53.981006
7917,12145,4.0,2025-04-22 11:04:53.981134
2924,9031,4.1,2025-04-28 11:04:53.981266
4600,7653,5.0,2025-03-15 11:04:53.981395
1470,4620,4.4,2025-05-05 11:04:53.981532
3590,8612,4.7,2025-04-25 11:04:53.981662
9353,3773,4.1,2025-03-21 11:04:53.981786
8296,4827,4.1,2025-05-11 11:04:53.981920
478,6003,4.7,2025-04-14 11:04:53.982047
9585,8078,4.0,2025-04-20 11:04:53.982177
9013,7266,5.0,2025-04-02 11:04:53.982305
6361,5151,4.8,2025-03-05 11:04:53.982436
8330,3176,4.0,2025-05-14 11:04:53.982570
4875,7182,5.0,2025-04-09 11:04:53.982696
9166,12176,3.3,2025-03-15 11:04:53.982827
5639,9626,4.7,2025-05-10 11:04:53.982954
1488,5503,3.3,2025-03-14 11:04:53.983089
8971,11720,4.1,2025-04-04 11:04:53.983219
6693,6801,5.0,2025-05-06 11:04:53.983349
2548,121,4.2,2025-05-04 11:04:53.983485
5054,8242,3.5,2025-05-11 11:04:53.983616
74,8135,4.1,2025-03-19 11:04:53.983740
6905,10809,4.1,2025-05-05 11:04:53.983865
3919,9547,3.7,2025-05-11 11:04:53.984000
9874,7417,4.2,2025-04-30 11:04:53.984139
1063,10391,4.7,2025-04-25 11:04:53.984266
5905,4282,5.0,2025-04-10 11:04:53.984394
6365,1657,5.0,2025-04-22 11:04:53.984523
1469,10344,3.5,2025-05-09 11:04:53.984659
8013,6813,4.2,2025-03-10 11:04:53.984786
9117,2742,4.1,2025-05-12 11:04:53.984916
7419,9086,3.1,2025-03-27 11:04:53.985052
1918,6255,3.3,2025-05-09 11:04:53.985188
5018,7369,4.7,2025-05-14 11:04:53.985311
8644,6400,3.7,2025-02-04 11:04:53.985450
8321,12188,3.6,2025-05-05 11:04:53.985586
9865,9018,4.3,2025-05-09 11:04:53.985724
1031,2923,3.9,2025-04-27 11:04:53.985854
4972,9974,3.2,2025-05-14 11:04:53.985987
4775,9319,3.8,2025-04-29 11:04:53.986112
284,10419,4.1,2025-05-13 11:04:53.986244
1803,3088,4.0,2025-05-15 11:04:53.986372
4619,4655,4.6,2025-04-08 11:04:53.986511
3420,8964,3.3,2025-02-01 11:04:53.986646
6658,8066,4.8,2025-03-08 11:04:53.986773
8937,6113,4.4,2025-05-11 11:04:53.986909
8260,12077,3.4,2025-04-17 11:04:53.987039
1230,8409,4.4,2025-05-02 11:04:53.987169
8745,8231,4.5,2025-04-24 11:04:53.987299
1864,2591,3.6,2025-04-07 11:04:53.987427
4558,3183,3.3,2025-05-13 11:04:53.987558
5922,4813,3.9,2025-05-16 11:04:53.987686
8158,1721,4.2,2025-01-23 11:04:53.987819
2394,6394,5.0,2025-04-22 11:04:53.987960
1974,3349,5.0,2025-02-23 11:04:53.988097
7023,8262,5.0,2025-04-20 11:04:53.988223
4904,9734,3.6,2025-04-22 11:04:53.988347
4778,5120,4.2,2025-05-07 11:04:53.988487
1270,11395,4.7,2025-04-29 11:04:53.988621
4236,5569,5.0,2025-03-14 11:04:53.988756
5602,2075,3.3,2025-05-11 11:04:53.988889
8845,11790,2.8,2025-05-12 11:04:53.989018
9121,4420,4.0,2025-05-16 11:04:53.989147
1737,10751,3.5,2025-04-27 11:04:53.989275
5244,6978,3.8,2025-04-19 11:04:53.989405
9126,2665,3.3,2025-05-14 11:04:53.989535
6702,7842,3.8,2025-05-07 11:04:53.989672
2286,1995,5.0,2025-04-11 11:04:53.989795
2928,4142,3.1,2025-05-09 11:04:53.989923
7744,10094,4.1,2025-03-24 11:04:53.990062
7097,2644,4.4,2025-05-06 11:04:53.990192
8683,5899,4.9,2025-04-05 11:04:53.990327
3939,3598,3.8,2025-04-06 11:04:53.990462
7681,4858,4.0,2025-04-27 11:04:53.990598
4299,5662,4.0,2025-04-08 11:04:53.990730
7773,7115,3.5,2025-04-15 11:04:53.990865
1740,11655,4.6,2025-04-22 11:04:53.991000
6280,4960,2.6,2025-05-14 11:04:53.991136
1938,1341,3.9,2025-05-01 11:04:53.991266
7734,6451,4.4,2025-05-09 11:04:53.991393
2540,4998,4.6,2025-05-09 11:04:53.991526
3361,5013,4.6,2025-05-16 11:04:53.991655
7126,4136,4.0,2025-05-04 11:04:53.991775
3416,3676,3.6,2025-04-11 11:04:53.991908
2872,11530,4.8,2025-05-16 11:04:53.992041
7742,3712,4.3,2025-04-23 11:04:53.992177
3369,4244,4.8,2025-04-28 11:04:53.992299
3581,2067,5.0,2025-03-23 11:04:53.992429
7901,7711,4.0,2025-05-13 11:04:53.992561
5618,4015,4.2,2025-05-08 11:04:53.992690
3910,1566,3.9,2025-04-09 11:04:53.992827
9014,11915,5.0,2025-05-05 11:04:53.992965
2599,7620,4.0,2025-04-05 11:04:53.993093
3222,4114,5.0,2025-05-05 11:04:53.993228
2029,9777,5.0,2025-05-12 11:04:53.993357
7738,8051,4.4,2025-02-15 11:04:53.993495
8935,7007,3.7,2025-03-26 11:04:53.993622
3655,11473,4.8,2025-05-04 11:04:53.993753
6932,10901,4.0,2025-03-10 11:04:53.993887
8653,10714,3.9,2025-04-04 11:04:53.994018
7054,2084,3.9,2025-05-14 11:04:53.994149
1839,5613,4.0,2025-03-23 11:04:53.994272
6365,10646,5.0,2025-03-21 11:04:53.994398
8096,7067,4.4,2024-09-20 11:04:53.994526
6874,10666,4.0,2025-04-26 11:04:53.994665
8684,1473,5.0,2025-04-13 11:04:53.994786
7925,3834,3.2,2025-05-10 11:04:53.994921
2188,243,4.6,2025-05-15 11:04:53.995056
5244,12343,3.6,2025-05-08 11:04:53.995187
8236,8825,4.3,2025-05-12 11:04:53.995317
4628,7729,4.1,2025-02-11 11:04:53.995444
8306,6773,4.5,2025-05-15 11:04:53.995576
7416,4959,5.0,2025-04-24 11:04:53.995713
7524,11150,4.3,2025-05-14 11:04:53.995835
1744,3731,3.8,2025-05-02 11:04:53.995968
8321,2837,5.0,2025-04-30 11:04:53.996097
37,1808,3.9,2025-03-19 11:04:53.996228
3783,3822,4.5,2025-05-16 11:04:53.996368
2074,5302,3.4,2025-05-11 11:04:53.996500
139,11146,4.5,2025-05-15 11:04:53.996636
2717,6635,3.5,2025-05-13 11:04:53.996767
5595,7894,4.1,2025-04-24 11:04:53.996895
3336,9661,4.1,2025-05-01 11:04:53.997026
5006,7866,4.5,2025-04-29 11:04:53.997157
483,9761,3.9,2025-05-02 11:04:53.997279
2581,1461,4.5,2025-04-21 11:04:53.997407
1011,9697,3.8,2025-03-16 11:04:53.997547
653,9662,4.9,2025-05-16 11:04:53.997677
6490,4178,4.5,2025-05-08 11:04:53.997802
8900,2888,3.9,2025-05-14 11:04:53.997932
5420,3433,5.0,2025-04-08 11:04:53.998071
2417,3415,4.0,2025-04-25 11:04:53.998205
2128,6774,4.1,2025-05-16 11:04:53.998329
2863,12187,3.3,2025-03-30 11:04:53.998461
8377,1282,4.5,2025-03-04 11:04:53.998598
8599,10731,2.8,2025-02-11 11:04:53.998727
4702,5386,4.0,2025-05-01 11:04:53.998864
3174,8875,4.4,2025-04-22 11:04:53.998997
2685,958,3.9,2025-03-17 11:04:53.999133
6792,2751,4.8,2025-04-18 11:04:53.999259
7636,8819,5.0,2025-04-11 11:04:53.999386
4302,3483,4.5,2025-04-26 11:04:53.999520
5292,2300,3.7,2025-05-14 11:04:53.999651
8325,10449,4.1,2025-03-18 11:04:53.999779
8554,3592,3.5,2025-05-06 11:04:53.999905
2746,5467,4.8,2025-04-19 11:04:54.000043
2519,7337,5.0,2025-04-12 11:04:54.000178
1583,5680,4.3,2025-04-05 11:04:54.000305
6204,10899,3.8,2025-04-05 11:04:54.000432
299,6968,3.7,2025-04-23 11:04:54.000563
2619,2653,4.9,2025-03-08 11:04:54.000693
4811,5694,4.4,2025-05-16 11:04:54.000823
4853,8492,4.5,2025-05-10 11:04:54.000950
1475,8691,4.5,2025-05-16 11:04:54.001089
4666,1287,4.8,2025-03-09 11:04:54.001222
3994,7884,3.8,2025-03-19 11:04:54.001350
8009,10944,5.0,2025-04-13 11:04:54.001484
7397,8702,3.2,2025-03-29 11:04:54.001611
3695,2713,4.1,2025-03-29 11:04:54.001746
918,7442,4.7,2025-04-17 11:04:54.001875
8029,3634,3.8,2025-03-29 11:04:54.002005
2778,6767,3.4,2025-05-11 11:04:54.002139
5434,1367,3.7,2025-04-19 11:04:54.002268
2359,1407,4.4,2025-05-16 11:04:54.002398
8995,2591,4.6,2025-01-17 11:04:54.002534
4904,1141,3.6,2025-03-03 11:04:54.002667
7179,2941,4.3,2025-05-13 11:04:54.002795
5546,6105,3.8,2025-05-14 11:04:54.002932
2558,1559,4.0,2025-04-13 11:04:54.003067
8684,8881,3.9,2025-05-09 11:04:54.003201
1473,6108,3.7,2025-04-04 11:04:54.003345
928,3394,4.4,2025-04-25 11:04:54.003491
6116,4645,4.6,2025-05-08 11:04:54.003621
5691,3848,4.0,2025-02-24 11:04:54.003745
6479,2726,5.0,2025-05-14 11:04:54.003878
2393,8677,3.9,2025-05-02 11:04:54.004008
4188,6478,3.6,2025-04-26 11:04:54.004144
3781,2153,4.0,2025-04-14 11:04:54.004274
3877,10980,2.5,2025-03-26 11:04:54.004400
8495,7090,4.5,2025-04-26 11:04:54.004534
4600,4414,5.0,2025-05-12 11:04:54.004665
6584,5944,5.0,2025-05-03 11:04:54.004785
3581,9836,5.0,2025-05-01 11:04:54.004913
