product_id,name,category,subcategory,price,avg_rating,rating_count,description
66,Electronics Product 66,Electronics,Gaming,337.5,3.2,472,This is a Gaming product in the Electronics category.
67,Electronics Product 67,Electronics,Laptops,166.47,3.4,267,This is a Laptops product in the Electronics category.
68,Electronics Product 68,Electronics,Gaming,67.86,4.6,139,This is a Gaming product in the Electronics category.
69,Electronics Product 69,Electronics,Gaming,650.95,5.0,203,This is a Gaming product in the Electronics category.
70,Electronics Product 70,Electronics,Smartphones,485.4,4.3,126,This is a Smartphones product in the Electronics category.
71,Electronics Product 71,Electronics,Laptops,44.55,4.4,146,This is a Laptops product in the Electronics category.
72,Electronics Product 72,Electronics,Gaming,49.41,4.2,350,This is a Gaming product in the Electronics category.
73,Electronics Product 73,Electronics,Laptops,24.38,4.8,133,This is a Laptops product in the Electronics category.
74,Electronics Product 74,Electronics,Smartphones,318.42,4.4,14,This is a Smartphones product in the Electronics category.
75,Electronics Product 75,Electronics,Smartphones,71.64,3.5,350,This is a Smartphones product in the Electronics category.
76,Electronics Product 76,Electronics,Audio,81.66,4.4,107,This is a Audio product in the Electronics category.
77,Electronics Product 77,Electronics,Gaming,279.59,4.8,197,This is a Gaming product in the Electronics category.
78,Electronics Product 78,Electronics,Smartphones,176.46,4.8,42,This is a Smartphones product in the Electronics category.
79,Electronics Product 79,Electronics,Laptops,28.35,4.4,333,This is a Laptops product in the Electronics category.
80,Electronics Product 80,Electronics,Cameras,280.46,3.4,95,This is a Cameras product in the Electronics category.
81,Electronics Product 81,Electronics,Smartphones,109.46,3.7,21,This is a Smartphones product in the Electronics category.
82,Electronics Product 82,Electronics,Laptops,149.65,4.9,292,This is a Laptops product in the Electronics category.
83,Electronics Product 83,Electronics,Gaming,119.14,4.4,90,This is a Gaming product in the Electronics category.
84,Electronics Product 84,Electronics,Gaming,234.68,4.5,60,This is a Gaming product in the Electronics category.
85,Electronics Product 85,Electronics,Cameras,59.89,4.5,459,This is a Cameras product in the Electronics category.
86,Electronics Product 86,Electronics,Gaming,571.38,4.1,58,This is a Gaming product in the Electronics category.
87,Electronics Product 87,Electronics,Cameras,311.59,4.0,93,This is a Cameras product in the Electronics category.
88,Electronics Product 88,Electronics,Gaming,174.66,4.2,54,This is a Gaming product in the Electronics category.
89,Electronics Product 89,Electronics,Smartphones,32.1,3.6,174,This is a Smartphones product in the Electronics category.
90,Electronics Product 90,Electronics,Laptops,173.41,4.2,79,This is a Laptops product in the Electronics category.
91,Electronics Product 91,Electronics,Audio,174.97,3.7,160,This is a Audio product in the Electronics category.
92,Electronics Product 92,Electronics,Laptops,102.53,4.3,539,This is a Laptops product in the Electronics category.
93,Electronics Product 93,Electronics,Laptops,160.79,3.1,78,This is a Laptops product in the Electronics category.
94,Electronics Product 94,Electronics,Gaming,79.87,4.2,357,This is a Gaming product in the Electronics category.
95,Electronics Product 95,Electronics,Cameras,187.07,4.6,37,This is a Cameras product in the Electronics category.
96,Electronics Product 96,Electronics,Cameras,537.46,4.0,69,This is a Cameras product in the Electronics category.
97,Electronics Product 97,Electronics,Smartphones,190.94,4.8,109,This is a Smartphones product in the Electronics category.
98,Electronics Product 98,Electronics,Audio,215.15,4.5,184,This is a Audio product in the Electronics category.
99,Electronics Product 99,Electronics,Audio,494.76,4.5,300,This is a Audio product in the Electronics category.
100,Electronics Product 100,Electronics,Gaming,153.1,4.6,65,This is a Gaming product in the Electronics category.
101,Electronics Product 101,Electronics,Smartphones,310.16,4.0,126,This is a Smartphones product in the Electronics category.
102,Electronics Product 102,Electronics,Gaming,313.53,4.4,227,This is a Gaming product in the Electronics category.
103,Electronics Product 103,Electronics,Cameras,339.01,4.2,175,This is a Cameras product in the Electronics category.
104,Electronics Product 104,Electronics,Gaming,88.41,3.5,62,This is a Gaming product in the Electronics category.
105,Electronics Product 105,Electronics,Laptops,552.77,4.1,140,This is a Laptops product in the Electronics category.
106,Electronics Product 106,Electronics,Gaming,57.98,3.6,157,This is a Gaming product in the Electronics category.
107,Electronics Product 107,Electronics,Laptops,365.59,4.0,756,This is a Laptops product in the Electronics category.
108,Electronics Product 108,Electronics,Audio,133.75,4.3,171,This is a Audio product in the Electronics category.
109,Electronics Product 109,Electronics,Smartphones,643.07,4.5,312,This is a Smartphones product in the Electronics category.
110,Electronics Product 110,Electronics,Audio,208.35,3.3,68,This is a Audio product in the Electronics category.
111,Electronics Product 111,Electronics,Gaming,125.37,3.4,495,This is a Gaming product in the Electronics category.
112,Electronics Product 112,Electronics,Gaming,88.21,4.3,90,This is a Gaming product in the Electronics category.
113,Electronics Product 113,Electronics,Audio,397.33,3.7,33,This is a Audio product in the Electronics category.
114,Electronics Product 114,Electronics,Cameras,119.47,4.2,54,This is a Cameras product in the Electronics category.
115,Electronics Product 115,Electronics,Cameras,211.84,4.9,455,This is a Cameras product in the Electronics category.
116,Electronics Product 116,Electronics,Cameras,108.34,4.4,227,This is a Cameras product in the Electronics category.
117,Electronics Product 117,Electronics,Cameras,135.68,4.5,65,This is a Cameras product in the Electronics category.
118,Electronics Product 118,Electronics,Gaming,229.96,4.5,124,This is a Gaming product in the Electronics category.
119,Electronics Product 119,Electronics,Cameras,242.71,4.3,70,This is a Cameras product in the Electronics category.
120,Electronics Product 120,Electronics,Gaming,40.02,4.4,349,This is a Gaming product in the Electronics category.
121,Electronics Product 121,Electronics,Gaming,97.33,4.0,995,This is a Gaming product in the Electronics category.
122,Electronics Product 122,Electronics,Cameras,177.48,4.6,171,This is a Cameras product in the Electronics category.
123,Electronics Product 123,Electronics,Smartphones,787.9,4.2,26,This is a Smartphones product in the Electronics category.
124,Electronics Product 124,Electronics,Audio,200.45,4.3,312,This is a Audio product in the Electronics category.
125,Electronics Product 125,Electronics,Cameras,221.1,4.5,86,This is a Cameras product in the Electronics category.
126,Electronics Product 126,Electronics,Gaming,76.8,4.0,290,This is a Gaming product in the Electronics category.
127,Electronics Product 127,Electronics,Cameras,175.64,4.0,39,This is a Cameras product in the Electronics category.
128,Electronics Product 128,Electronics,Audio,187.82,4.3,123,This is a Audio product in the Electronics category.
129,Electronics Product 129,Electronics,Gaming,22.95,4.2,150,This is a Gaming product in the Electronics category.
130,Electronics Product 130,Electronics,Smartphones,542.31,4.1,260,This is a Smartphones product in the Electronics category.
131,Electronics Product 131,Electronics,Audio,114.72,3.6,148,This is a Audio product in the Electronics category.
132,Electronics Product 132,Electronics,Laptops,570.05,4.1,210,This is a Laptops product in the Electronics category.
133,Electronics Product 133,Electronics,Audio,438.48,4.6,47,This is a Audio product in the Electronics category.
134,Electronics Product 134,Electronics,Laptops,126.25,4.8,149,This is a Laptops product in the Electronics category.
135,Electronics Product 135,Electronics,Cameras,190.69,5.0,403,This is a Cameras product in the Electronics category.
136,Electronics Product 136,Electronics,Gaming,140.95,3.9,862,This is a Gaming product in the Electronics category.
137,Electronics Product 137,Electronics,Laptops,154.05,4.4,38,This is a Laptops product in the Electronics category.
138,Electronics Product 138,Electronics,Gaming,386.43,4.5,1128,This is a Gaming product in the Electronics category.
139,Electronics Product 139,Electronics,Laptops,139.17,4.4,123,This is a Laptops product in the Electronics category.
140,Electronics Product 140,Electronics,Laptops,161.75,3.9,308,This is a Laptops product in the Electronics category.
141,Electronics Product 141,Electronics,Gaming,600.84,5.0,261,This is a Gaming product in the Electronics category.
142,Electronics Product 142,Electronics,Laptops,469.11,3.4,108,This is a Laptops product in the Electronics category.
143,Electronics Product 143,Electronics,Cameras,1075.19,4.9,107,This is a Cameras product in the Electronics category.
144,Electronics Product 144,Electronics,Cameras,190.4,4.5,18,This is a Cameras product in the Electronics category.
145,Electronics Product 145,Electronics,Cameras,96.45,4.3,17,This is a Cameras product in the Electronics category.
146,Electronics Product 146,Electronics,Cameras,35.7,3.8,39,This is a Cameras product in the Electronics category.
147,Electronics Product 147,Electronics,Gaming,110.66,4.4,267,This is a Gaming product in the Electronics category.
148,Electronics Product 148,Electronics,Audio,356.22,3.7,21,This is a Audio product in the Electronics category.
149,Electronics Product 149,Electronics,Cameras,95.1,3.5,43,This is a Cameras product in the Electronics category.
150,Electronics Product 150,Electronics,Audio,656.9,4.3,1040,This is a Audio product in the Electronics category.
151,Electronics Product 151,Electronics,Gaming,155.98,4.6,85,This is a Gaming product in the Electronics category.
152,Electronics Product 152,Electronics,Gaming,87.86,3.9,704,This is a Gaming product in the Electronics category.
153,Electronics Product 153,Electronics,Laptops,98.99,4.9,118,This is a Laptops product in the Electronics category.
154,Electronics Product 154,Electronics,Smartphones,790.32,4.0,37,This is a Smartphones product in the Electronics category.
155,Electronics Product 155,Electronics,Laptops,84.85,4.7,381,This is a Laptops product in the Electronics category.
156,Electronics Product 156,Electronics,Audio,87.66,4.7,261,This is a Audio product in the Electronics category.
157,Electronics Product 157,Electronics,Audio,129.68,5.0,52,This is a Audio product in the Electronics category.
158,Electronics Product 158,Electronics,Smartphones,50.12,3.4,258,This is a Smartphones product in the Electronics category.
159,Electronics Product 159,Electronics,Laptops,369.9,3.0,42,This is a Laptops product in the Electronics category.
160,Electronics Product 160,Electronics,Gaming,28.64,4.4,106,This is a Gaming product in the Electronics category.
161,Electronics Product 161,Electronics,Cameras,257.03,3.4,129,This is a Cameras product in the Electronics category.
162,Electronics Product 162,Electronics,Smartphones,106.0,4.4,91,This is a Smartphones product in the Electronics category.
163,Electronics Product 163,Electronics,Cameras,559.49,3.7,266,This is a Cameras product in the Electronics category.
164,Electronics Product 164,Electronics,Cameras,177.56,4.8,521,This is a Cameras product in the Electronics category.
165,Electronics Product 165,Electronics,Smartphones,268.32,3.9,38,This is a Smartphones product in the Electronics category.
166,Electronics Product 166,Electronics,Laptops,208.86,3.9,183,This is a Laptops product in the Electronics category.
167,Electronics Product 167,Electronics,Smartphones,37.35,4.9,134,This is a Smartphones product in the Electronics category.
168,Electronics Product 168,Electronics,Gaming,513.34,4.2,157,This is a Gaming product in the Electronics category.
169,Electronics Product 169,Electronics,Laptops,82.37,4.4,166,This is a Laptops product in the Electronics category.
170,Electronics Product 170,Electronics,Laptops,545.57,3.7,170,This is a Laptops product in the Electronics category.
171,Electronics Product 171,Electronics,Laptops,51.31,4.1,100,This is a Laptops product in the Electronics category.
172,Electronics Product 172,Electronics,Cameras,178.09,3.8,110,This is a Cameras product in the Electronics category.
173,Electronics Product 173,Electronics,Gaming,344.28,4.4,860,This is a Gaming product in the Electronics category.
174,Electronics Product 174,Electronics,Gaming,36.01,5.0,73,This is a Gaming product in the Electronics category.
175,Electronics Product 175,Electronics,Audio,75.24,4.1,454,This is a Audio product in the Electronics category.
176,Electronics Product 176,Electronics,Cameras,342.45,3.8,179,This is a Cameras product in the Electronics category.
177,Electronics Product 177,Electronics,Gaming,346.5,4.8,48,This is a Gaming product in the Electronics category.
178,Electronics Product 178,Electronics,Smartphones,348.99,3.9,60,This is a Smartphones product in the Electronics category.
179,Electronics Product 179,Electronics,Smartphones,19.47,4.5,38,This is a Smartphones product in the Electronics category.
180,Electronics Product 180,Electronics,Smartphones,246.88,4.0,123,This is a Smartphones product in the Electronics category.
181,Electronics Product 181,Electronics,Smartphones,55.53,3.4,145,This is a Smartphones product in the Electronics category.
182,Electronics Product 182,Electronics,Gaming,1057.61,3.1,150,This is a Gaming product in the Electronics category.
183,Electronics Product 183,Electronics,Smartphones,25.67,3.9,302,This is a Smartphones product in the Electronics category.
184,Electronics Product 184,Electronics,Laptops,172.15,4.3,208,This is a Laptops product in the Electronics category.
185,Electronics Product 185,Electronics,Gaming,36.3,3.5,73,This is a Gaming product in the Electronics category.
186,Electronics Product 186,Electronics,Smartphones,578.97,3.9,877,This is a Smartphones product in the Electronics category.
187,Electronics Product 187,Electronics,Cameras,43.42,3.8,19,This is a Cameras product in the Electronics category.
188,Electronics Product 188,Electronics,Laptops,142.69,4.5,158,This is a Laptops product in the Electronics category.
189,Electronics Product 189,Electronics,Laptops,75.98,3.6,656,This is a Laptops product in the Electronics category.
190,Electronics Product 190,Electronics,Laptops,164.79,4.4,112,This is a Laptops product in the Electronics category.
191,Electronics Product 191,Electronics,Gaming,130.12,4.4,28,This is a Gaming product in the Electronics category.
192,Electronics Product 192,Electronics,Smartphones,345.8,4.6,512,This is a Smartphones product in the Electronics category.
193,Electronics Product 193,Electronics,Cameras,276.82,4.3,161,This is a Cameras product in the Electronics category.
194,Electronics Product 194,Electronics,Smartphones,1254.95,4.1,223,This is a Smartphones product in the Electronics category.
195,Electronics Product 195,Electronics,Audio,70.15,4.3,842,This is a Audio product in the Electronics category.
196,Electronics Product 196,Electronics,Gaming,31.36,4.9,180,This is a Gaming product in the Electronics category.
197,Electronics Product 197,Electronics,Laptops,334.26,4.4,51,This is a Laptops product in the Electronics category.
198,Electronics Product 198,Electronics,Laptops,78.47,4.1,40,This is a Laptops product in the Electronics category.
199,Electronics Product 199,Electronics,Audio,188.38,4.3,221,This is a Audio product in the Electronics category.
200,Electronics Product 200,Electronics,Laptops,667.57,5.0,877,This is a Laptops product in the Electronics category.
201,Electronics Product 201,Electronics,Audio,283.83,4.2,58,This is a Audio product in the Electronics category.
202,Electronics Product 202,Electronics,Cameras,231.58,4.6,60,This is a Cameras product in the Electronics category.
203,Electronics Product 203,Electronics,Gaming,42.17,4.4,371,This is a Gaming product in the Electronics category.
204,Electronics Product 204,Electronics,Smartphones,67.47,3.5,114,This is a Smartphones product in the Electronics category.
205,Electronics Product 205,Electronics,Laptops,317.55,3.7,98,This is a Laptops product in the Electronics category.
206,Electronics Product 206,Electronics,Audio,301.5,4.7,67,This is a Audio product in the Electronics category.
207,Electronics Product 207,Electronics,Smartphones,349.36,4.0,69,This is a Smartphones product in the Electronics category.
208,Electronics Product 208,Electronics,Gaming,223.09,4.5,261,This is a Gaming product in the Electronics category.
209,Electronics Product 209,Electronics,Audio,329.78,4.3,141,This is a Audio product in the Electronics category.
210,Electronics Product 210,Electronics,Laptops,68.51,3.5,179,This is a Laptops product in the Electronics category.
211,Electronics Product 211,Electronics,Smartphones,359.79,4.6,29,This is a Smartphones product in the Electronics category.
212,Electronics Product 212,Electronics,Cameras,1455.61,4.3,147,This is a Cameras product in the Electronics category.
213,Electronics Product 213,Electronics,Smartphones,69.25,3.6,146,This is a Smartphones product in the Electronics category.
214,Electronics Product 214,Electronics,Gaming,128.16,4.0,66,This is a Gaming product in the Electronics category.
215,Electronics Product 215,Electronics,Gaming,631.22,3.6,184,This is a Gaming product in the Electronics category.
216,Electronics Product 216,Electronics,Smartphones,76.53,3.9,537,This is a Smartphones product in the Electronics category.
217,Electronics Product 217,Electronics,Cameras,173.88,4.0,108,This is a Cameras product in the Electronics category.
218,Electronics Product 218,Electronics,Laptops,80.42,3.6,48,This is a Laptops product in the Electronics category.
219,Electronics Product 219,Electronics,Smartphones,112.61,4.1,47,This is a Smartphones product in the Electronics category.
220,Electronics Product 220,Electronics,Audio,986.28,4.0,520,This is a Audio product in the Electronics category.
221,Electronics Product 221,Electronics,Gaming,86.47,3.7,1232,This is a Gaming product in the Electronics category.
222,Electronics Product 222,Electronics,Gaming,193.27,4.1,91,This is a Gaming product in the Electronics category.
223,Electronics Product 223,Electronics,Laptops,95.75,4.5,296,This is a Laptops product in the Electronics category.
224,Electronics Product 224,Electronics,Cameras,89.3,4.1,100,This is a Cameras product in the Electronics category.
225,Electronics Product 225,Electronics,Smartphones,77.35,4.0,251,This is a Smartphones product in the Electronics category.
226,Electronics Product 226,Electronics,Smartphones,61.99,3.8,61,This is a Smartphones product in the Electronics category.
227,Electronics Product 227,Electronics,Cameras,203.04,4.6,121,This is a Cameras product in the Electronics category.
228,Electronics Product 228,Electronics,Laptops,216.98,3.6,45,This is a Laptops product in the Electronics category.
229,Electronics Product 229,Electronics,Laptops,175.42,4.6,60,This is a Laptops product in the Electronics category.
230,Electronics Product 230,Electronics,Smartphones,85.22,4.6,817,This is a Smartphones product in the Electronics category.
231,Electronics Product 231,Electronics,Audio,25.71,3.7,168,This is a Audio product in the Electronics category.
232,Electronics Product 232,Electronics,Audio,59.75,4.3,342,This is a Audio product in the Electronics category.
233,Electronics Product 233,Electronics,Smartphones,536.69,4.2,39,This is a Smartphones product in the Electronics category.
234,Electronics Product 234,Electronics,Smartphones,176.29,4.3,67,This is a Smartphones product in the Electronics category.
235,Electronics Product 235,Electronics,Audio,89.76,4.3,208,This is a Audio product in the Electronics category.
236,Electronics Product 236,Electronics,Gaming,29.95,4.3,281,This is a Gaming product in the Electronics category.
237,Electronics Product 237,Electronics,Smartphones,504.25,4.3,76,This is a Smartphones product in the Electronics category.
238,Electronics Product 238,Electronics,Audio,146.66,3.7,89,This is a Audio product in the Electronics category.
239,Electronics Product 239,Electronics,Cameras,373.97,4.4,419,This is a Cameras product in the Electronics category.
240,Electronics Product 240,Electronics,Laptops,147.41,5.0,210,This is a Laptops product in the Electronics category.
241,Electronics Product 241,Electronics,Smartphones,153.28,3.3,281,This is a Smartphones product in the Electronics category.
242,Electronics Product 242,Electronics,Cameras,32.0,4.0,224,This is a Cameras product in the Electronics category.
243,Electronics Product 243,Electronics,Audio,52.74,4.1,627,This is a Audio product in the Electronics category.
244,Electronics Product 244,Electronics,Laptops,140.88,4.3,246,This is a Laptops product in the Electronics category.
245,Electronics Product 245,Electronics,Audio,176.31,4.9,39,This is a Audio product in the Electronics category.
246,Electronics Product 246,Electronics,Laptops,242.07,4.1,595,This is a Laptops product in the Electronics category.
247,Electronics Product 247,Electronics,Audio,273.67,4.0,89,This is a Audio product in the Electronics category.
248,Electronics Product 248,Electronics,Smartphones,285.56,3.9,121,This is a Smartphones product in the Electronics category.
249,Electronics Product 249,Electronics,Gaming,2898.67,4.2,55,This is a Gaming product in the Electronics category.
250,Electronics Product 250,Electronics,Audio,2327.4,3.3,63,This is a Audio product in the Electronics category.
251,Electronics Product 251,Electronics,Gaming,48.35,3.7,145,This is a Gaming product in the Electronics category.
252,Electronics Product 252,Electronics,Audio,1972.83,4.6,82,This is a Audio product in the Electronics category.
253,Electronics Product 253,Electronics,Audio,34.14,3.8,460,This is a Audio product in the Electronics category.
254,Electronics Product 254,Electronics,Laptops,89.14,3.5,69,This is a Laptops product in the Electronics category.
255,Electronics Product 255,Electronics,Smartphones,68.51,3.8,368,This is a Smartphones product in the Electronics category.
256,Electronics Product 256,Electronics,Smartphones,164.98,3.8,493,This is a Smartphones product in the Electronics category.
257,Electronics Product 257,Electronics,Laptops,56.2,4.0,57,This is a Laptops product in the Electronics category.
258,Electronics Product 258,Electronics,Laptops,253.74,4.4,295,This is a Laptops product in the Electronics category.
259,Electronics Product 259,Electronics,Audio,780.94,4.4,1225,This is a Audio product in the Electronics category.
260,Electronics Product 260,Electronics,Laptops,53.26,3.4,28,This is a Laptops product in the Electronics category.
261,Electronics Product 261,Electronics,Cameras,620.17,4.3,234,This is a Cameras product in the Electronics category.
262,Electronics Product 262,Electronics,Audio,44.31,4.3,70,This is a Audio product in the Electronics category.
263,Electronics Product 263,Electronics,Laptops,48.85,3.5,158,This is a Laptops product in the Electronics category.
264,Electronics Product 264,Electronics,Laptops,390.17,4.7,120,This is a Laptops product in the Electronics category.
265,Electronics Product 265,Electronics,Gaming,168.25,3.8,147,This is a Gaming product in the Electronics category.
266,Electronics Product 266,Electronics,Gaming,30.66,4.2,83,This is a Gaming product in the Electronics category.
267,Electronics Product 267,Electronics,Audio,180.54,5.0,263,This is a Audio product in the Electronics category.
268,Electronics Product 268,Electronics,Audio,25.61,4.1,446,This is a Audio product in the Electronics category.
269,Electronics Product 269,Electronics,Laptops,161.37,4.3,168,This is a Laptops product in the Electronics category.
270,Electronics Product 270,Electronics,Laptops,74.07,4.3,36,This is a Laptops product in the Electronics category.
271,Electronics Product 271,Electronics,Gaming,51.19,4.5,18,This is a Gaming product in the Electronics category.
272,Electronics Product 272,Electronics,Gaming,736.97,3.9,88,This is a Gaming product in the Electronics category.
273,Electronics Product 273,Electronics,Cameras,520.2,4.2,345,This is a Cameras product in the Electronics category.
274,Electronics Product 274,Electronics,Gaming,319.05,2.8,54,This is a Gaming product in the Electronics category.
275,Electronics Product 275,Electronics,Laptops,69.81,4.6,59,This is a Laptops product in the Electronics category.
276,Electronics Product 276,Electronics,Audio,85.66,3.9,849,This is a Audio product in the Electronics category.
277,Electronics Product 277,Electronics,Gaming,75.07,4.0,692,This is a Gaming product in the Electronics category.
278,Electronics Product 278,Electronics,Audio,237.35,3.8,70,This is a Audio product in the Electronics category.
279,Electronics Product 279,Electronics,Gaming,136.78,4.0,186,This is a Gaming product in the Electronics category.
280,Electronics Product 280,Electronics,Smartphones,269.18,4.0,222,This is a Smartphones product in the Electronics category.
281,Electronics Product 281,Electronics,Gaming,34.02,4.4,41,This is a Gaming product in the Electronics category.
282,Electronics Product 282,Electronics,Audio,1452.13,4.0,44,This is a Audio product in the Electronics category.
283,Electronics Product 283,Electronics,Audio,114.0,3.9,343,This is a Audio product in the Electronics category.
284,Electronics Product 284,Electronics,Laptops,128.64,3.9,159,This is a Laptops product in the Electronics category.
285,Electronics Product 285,Electronics,Smartphones,203.32,4.4,244,This is a Smartphones product in the Electronics category.
286,Electronics Product 286,Electronics,Audio,29.36,3.6,169,This is a Audio product in the Electronics category.
287,Electronics Product 287,Electronics,Audio,34.15,4.4,306,This is a Audio product in the Electronics category.
288,Electronics Product 288,Electronics,Smartphones,217.14,4.0,38,This is a Smartphones product in the Electronics category.
289,Electronics Product 289,Electronics,Audio,703.22,4.9,168,This is a Audio product in the Electronics category.
290,Electronics Product 290,Electronics,Audio,291.46,4.4,549,This is a Audio product in the Electronics category.
